EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus
1202,Yes,23.0,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single
1203,No,38.0,Travel_Rarely,1495,Research & Development,4,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married
1204,No,53.0,Travel_Rarely,1395,Research & Development,24,4,Medical,2,Male,48,4,3,Healthcare Representative,4,Married
1205,Yes,48.0,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married
1206,Yes,32.0,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single
1207,No,26.0,Non-Travel,786,Research & Development,7,3,,4,Male,76,3,1,Laboratory Technician,4,Single
1208,No,55.0,Travel_Rarely,1441,Research & Development,22,3,,1,Male,94,2,1,Research Scientist,2,Divorced
1209,No,34.0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married
1210,No,60.0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced
1211,No,33.0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married
1212,No,37.0,Travel_Frequently,1278,Sales,1,4,,3,Male,31,1,2,Sales Executive,4,Divorced
1213,No,34.0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married
1214,Yes,23.0,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced
1215,No,44.0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married
1216,No,35.0,Travel_Frequently,146,Research & Development,2,4,,1,Male,79,2,1,Research Scientist,4,Single
1217,No,43.0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married
1218,No,24.0,Travel_Rarely,581,Research & Development,9,3,Medical,3,Male,62,4,1,Research Scientist,3,Married
1219,No,41.0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single
1220,No,29.0,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married
1221,No,,Travel_Rarely,530,Sales,2,4,,3,Female,51,3,2,Sales Representative,4,Single
1222,No,45.0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married
1223,Yes,24.0,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married
1224,Yes,47.0,Travel_Frequently,1093,Sales,9,3,,3,Male,82,1,4,Sales Executive,3,Married
1225,No,26.0,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married
1226,No,45.0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,4,Female,48,2,4,Research Director,2,Single
1227,No,32.0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married
1228,No,31.0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married
1229,No,41.0,Non-Travel,552,Human Resources,4,3,,3,Male,60,1,2,Human Resources,2,Married
1230,No,40.0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,2,Female,92,3,2,Manufacturing Director,1,Married
1231,No,,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced
1232,No,46.0,Travel_Rarely,717,Research & Development,13,4,,3,Male,34,3,2,Healthcare Representative,2,Single
1233,No,35.0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married
1234,No,30.0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married
1235,No,47.0,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married
1236,No,46.0,Travel_Rarely,1277,Sales,2,3,,3,Male,74,3,3,Sales Executive,4,Divorced
1237,Yes,36.0,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced
1238,Yes,32.0,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single
1239,No,23.0,Travel_Rarely,160,Research & Development,4,1,,3,Female,51,3,1,Laboratory Technician,2,Single
1240,No,31.0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single
1241,No,39.0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married
1242,No,32.0,Travel_Rarely,371,Sales,19,3,,4,Male,80,1,3,Sales Executive,3,Married
1243,No,40.0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single
1244,No,,Travel_Rarely,176,Human Resources,4,3,Life Sciences,3,Female,56,1,3,Human Resources,3,Married
1245,No,30.0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single
1246,No,24.0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married
1247,Yes,30.0,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced
1248,No,31.0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married
1249,No,27.0,Travel_Rarely,1054,Research & Development,8,3,,3,Female,67,3,1,Research Scientist,4,Single
1250,Yes,29.0,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single
1251,No,,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single
1252,No,30.0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced
1253,No,34.0,Travel_Rarely,181,Research & Development,2,4,,4,Male,97,4,1,Research Scientist,4,Married
1254,No,33.0,Non-Travel,1283,Sales,2,3,,4,Female,62,3,2,Sales Executive,2,Single
1255,No,49.0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single
1256,Yes,33.0,Travel_Rarely,211,Sales,16,3,,1,Female,74,3,3,Sales Executive,1,Single
1257,No,38.0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married
1258,Yes,31.0,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married
1259,No,29.0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,4,Female,91,2,1,Research Scientist,1,Divorced
1260,No,30.0,Travel_Rarely,305,Research & Development,16,3,,3,Male,58,4,2,Healthcare Representative,3,Married
1261,No,,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single
1262,No,38.0,Travel_Rarely,833,Research & Development,18,3,,2,Male,60,1,2,Healthcare Representative,4,Married
1263,Yes,43.0,Travel_Frequently,807,Research & Development,17,3,,3,Male,38,2,1,Research Scientist,3,Married
1264,No,42.0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced
1265,No,,Travel_Rarely,478,Research & Development,2,3,Medical,3,Male,60,2,5,Research Director,1,Married
1266,No,,Non-Travel,775,Research & Development,4,3,Technical Degree,4,Male,90,3,2,Research Scientist,2,Divorced
1267,No,41.0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Divorced
1268,No,34.0,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced
1269,No,53.0,Non-Travel,661,Research & Development,1,4,,1,Female,60,2,4,Manufacturing Director,3,Married
1270,No,43.0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,2,Male,97,3,1,Human Resources,4,Single
1271,No,34.0,Travel_Rarely,511,Sales,3,2,Life Sciences,4,Female,32,1,2,Sales Executive,4,Single
1272,Yes,21.0,Travel_Rarely,337,Sales,7,1,Marketing,2,Male,31,3,1,Sales Representative,2,Single
1273,No,,Travel_Rarely,1153,Research & Development,6,2,Other,4,Female,40,2,1,Laboratory Technician,3,Married
1274,Yes,22.0,Travel_Rarely,1294,Research & Development,8,1,Medical,3,Female,79,3,1,Laboratory Technician,1,Married
1275,No,31.0,Travel_Rarely,196,Sales,29,4,,1,Female,91,2,2,Sales Executive,4,Married
1276,No,51.0,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,Female,53,3,3,Manager,3,Married
1277,No,37.0,Travel_Rarely,589,Sales,9,2,Marketing,2,Male,46,2,2,Sales Executive,2,Married
1278,No,46.0,Travel_Rarely,734,Research & Development,2,4,Medical,3,Male,46,3,5,Research Director,4,Divorced
1279,No,36.0,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,4,Male,90,3,3,Healthcare Representative,1,Married
1280,Yes,44.0,Travel_Frequently,429,Research & Development,1,2,Medical,3,Male,99,3,1,Research Scientist,2,Divorced
1281,No,37.0,Travel_Rarely,1239,Human Resources,8,2,Other,3,Male,89,3,2,Human Resources,2,Divorced
1282,Yes,35.0,Travel_Rarely,303,Sales,27,3,,3,Male,84,3,2,Sales Executive,4,Single
1283,No,33.0,Travel_Rarely,867,Research & Development,8,4,Life Sciences,4,Male,90,4,1,Research Scientist,1,Married
1284,No,28.0,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,3,Male,82,3,1,Research Scientist,4,Married
1285,No,39.0,Travel_Rarely,1253,Research & Development,10,1,Medical,3,Male,65,3,3,Research Director,3,Single
1286,No,46.0,Non-Travel,849,Sales,26,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single
1287,No,40.0,Travel_Rarely,616,Research & Development,2,2,,3,Female,99,3,1,Laboratory Technician,1,Married
1288,No,42.0,Travel_Rarely,1128,Research & Development,13,3,Medical,2,Male,95,4,2,Healthcare Representative,1,Married
1289,No,35.0,Non-Travel,1180,Research & Development,2,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced
1290,No,38.0,Non-Travel,1336,Human Resources,2,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced
1291,Yes,34.0,Travel_Frequently,234,Research & Development,9,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married
1292,Yes,37.0,Travel_Rarely,370,Research & Development,10,4,Medical,4,Male,58,3,2,Manufacturing Director,1,Single
1293,No,39.0,Travel_Frequently,766,Sales,20,3,Life Sciences,3,Male,83,3,2,Sales Executive,4,Divorced
1294,No,43.0,Non-Travel,343,Research & Development,9,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single
1295,No,,Travel_Rarely,447,Research & Development,5,3,Life Sciences,2,Male,85,4,2,Healthcare Representative,2,Single
1296,No,41.0,Travel_Rarely,796,Sales,4,1,Marketing,3,Female,81,3,3,Sales Executive,3,Divorced
1297,No,30.0,Travel_Rarely,1092,Research & Development,10,3,,1,Female,64,3,3,Manufacturing Director,3,Single
1298,Yes,26.0,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married
1299,Yes,46.0,Travel_Rarely,261,Research & Development,21,2,Medical,4,Female,66,3,2,Healthcare Representative,2,Married
1300,No,40.0,Travel_Rarely,1194,Research & Development,1,3,,3,Female,52,3,2,Healthcare Representative,4,Divorced
1301,No,34.0,Travel_Rarely,810,Sales,8,2,,2,Male,92,4,2,Sales Executive,3,Married
1302,No,58.0,Non-Travel,350,Sales,2,3,Medical,2,Male,52,3,4,Manager,2,Divorced
1303,No,35.0,Travel_Rarely,185,Research & Development,23,4,Medical,2,Male,91,1,1,Laboratory Technician,3,Married
1304,No,47.0,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,3,Female,92,2,3,Manufacturing Director,2,Divorced
1305,No,40.0,Travel_Rarely,750,Research & Development,12,3,,2,Female,47,3,2,Healthcare Representative,1,Divorced
1306,No,54.0,Travel_Rarely,431,Research & Development,7,4,,4,Female,68,3,2,Research Scientist,4,Married
1307,No,31.0,Travel_Frequently,1125,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married
1308,No,28.0,Travel_Rarely,1217,Research & Development,1,3,Medical,3,Female,67,3,1,Research Scientist,1,Married
1309,No,38.0,Travel_Rarely,723,Sales,2,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married
1310,No,,Travel_Rarely,572,Sales,10,3,,3,Male,46,3,2,Sales Executive,4,Single
1311,No,58.0,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,Male,87,3,4,Research Director,3,Married
1312,No,18.0,Non-Travel,1431,Research & Development,14,3,Medical,2,Female,33,3,1,Research Scientist,3,Single
1313,Yes,31.0,Travel_Rarely,359,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married
1314,Yes,29.0,Travel_Rarely,350,Human Resources,13,3,,1,Male,56,2,1,Human Resources,1,Divorced
1315,No,45.0,Non-Travel,589,Sales,2,4,Life Sciences,3,Female,67,3,2,Sales Executive,3,Married
1316,No,36.0,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married
1317,No,43.0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,Male,92,3,2,Sales Executive,4,Married
1318,No,27.0,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,4,Female,53,3,1,Laboratory Technician,4,Single
1319,No,29.0,Travel_Frequently,574,Research & Development,20,1,Medical,4,Male,40,3,1,Laboratory Technician,4,Married
1320,No,32.0,Travel_Frequently,1318,Sales,10,4,Marketing,4,Male,79,3,2,Sales Executive,4,Single
1321,No,42.0,Non-Travel,355,Research & Development,10,4,,3,Male,38,3,1,Research Scientist,3,Married
1322,No,47.0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,2,Female,64,3,1,Laboratory Technician,3,Single
1323,No,46.0,Travel_Rarely,706,Research & Development,2,2,,4,Male,82,3,3,Manufacturing Director,4,Divorced
1324,No,28.0,Non-Travel,280,Human Resources,1,2,Life Sciences,3,Male,43,3,1,Human Resources,4,Divorced
1325,No,29.0,Travel_Rarely,726,Research & Development,29,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced
1326,No,42.0,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,4,Male,81,3,1,Laboratory Technician,3,Single
1327,Yes,32.0,Travel_Rarely,414,Sales,2,4,Marketing,3,Male,82,2,2,Sales Executive,2,Single
1328,No,46.0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced
1329,No,27.0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married
1330,No,29.0,Travel_Rarely,352,Human Resources,6,1,,4,Male,87,2,1,Human Resources,2,Married
1331,No,43.0,Travel_Rarely,823,Research & Development,6,3,,1,Female,81,2,5,Manager,3,Married
1332,No,,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married
1333,Yes,29.0,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single
1334,Yes,46.0,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married
1335,No,27.0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married
1336,No,,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced
1337,No,55.0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married
1338,No,28.0,Travel_Rarely,1172,Sales,3,3,,2,Female,78,3,1,Sales Representative,2,Married
1339,Yes,30.0,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single
1340,Yes,22.0,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single
1341,No,36.0,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married
1342,No,31.0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced
1343,No,34.0,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married
1344,No,29.0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single
1345,No,37.0,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married
1346,No,35.0,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married
1347,No,45.0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married
1348,No,36.0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single
1349,No,40.0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced
1350,No,26.0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married
1351,No,27.0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single
1352,No,48.0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced
1353,No,44.0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married
1354,Yes,34.0,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married
1355,Yes,56.0,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single
1356,No,36.0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married
1357,No,41.0,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married
1358,No,42.0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married
1359,No,31.0,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced
1360,No,34.0,Travel_Rarely,735,Sales,3,1,,4,Female,75,2,2,Sales Executive,4,Married
1361,No,31.0,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced
1362,No,26.0,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married
1363,No,45.0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single
1364,No,33.0,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single
1365,No,28.0,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married
1366,Yes,29.0,Travel_Frequently,746,Sales,24,3,,3,Male,45,4,1,Sales Representative,1,Single
1367,No,39.0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married
1368,No,27.0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married
1369,No,34.0,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married
1370,Yes,28.0,Travel_Rarely,1475,Sales,13,2,,4,Female,84,3,2,Sales Executive,3,Single
1371,No,47.0,Non-Travel,1169,Research & Development,14,4,,3,Male,64,3,2,Research Scientist,2,Married
1372,No,56.0,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married
1373,No,39.0,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married
1374,No,38.0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced
1375,No,58.0,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married
1376,Yes,32.0,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single
1377,No,38.0,Travel_Rarely,1206,Research & Development,9,2,,2,Male,71,3,1,Research Scientist,4,Divorced
1378,No,49.0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married
1379,No,42.0,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced
1380,Yes,27.0,Travel_Frequently,1337,Human Resources,22,3,,1,Female,58,2,1,Human Resources,2,Married
1381,No,35.0,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married
1382,No,28.0,Non-Travel,1103,Research & Development,16,3,,3,Male,49,3,1,Research Scientist,3,Single
1383,No,31.0,Non-Travel,976,Research & Development,3,2,,3,Male,48,3,1,Research Scientist,1,Divorced
1384,No,36.0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married
1385,No,34.0,Travel_Rarely,937,Sales,1,3,,1,Male,32,3,3,Sales Executive,4,Single
1386,No,34.0,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced
1387,No,26.0,Travel_Rarely,157,Research & Development,1,3,,3,Male,95,3,1,Laboratory Technician,1,Single
1388,No,29.0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married
1389,No,32.0,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced
1390,No,31.0,Travel_Frequently,1125,Research & Development,1,3,,4,Male,48,1,2,Research Scientist,1,Married
1391,Yes,28.0,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced
1392,No,38.0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single
1393,No,35.0,Travel_Rarely,1224,Sales,7,4,,3,Female,55,3,2,Sales Executive,4,Married
1394,No,27.0,Travel_Rarely,954,Sales,9,3,,4,Male,44,3,2,Sales Executive,4,Single
1395,No,32.0,Travel_Rarely,1373,Research & Development,5,4,,4,Male,56,2,2,Manufacturing Director,4,Single
1396,Yes,31.0,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married
1397,Yes,53.0,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single
1398,No,54.0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married
1399,No,33.0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced
1400,No,43.0,Travel_Rarely,574,Research & Development,11,3,,1,Male,30,3,3,Healthcare Representative,3,Married
1401,No,,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married
1402,No,55.0,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married
1403,No,31.0,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced
1404,No,39.0,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single
1405,No,42.0,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single
1406,No,31.0,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married
1407,No,54.0,Travel_Rarely,157,Research & Development,10,3,,3,Female,77,3,2,Manufacturing Director,1,Single
1408,No,24.0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single
1409,No,23.0,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single
1410,No,40.0,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married
1411,No,40.0,Travel_Rarely,444,Sales,2,2,,2,Female,92,3,2,Sales Executive,2,Married
1412,No,25.0,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married
1413,No,30.0,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married
1414,No,25.0,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced
1415,No,47.0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single
1416,No,33.0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced
1417,No,38.0,Travel_Rarely,1321,Sales,1,4,,4,Male,86,3,2,Sales Executive,2,Married
1418,No,31.0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married
1419,No,38.0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married
1420,No,42.0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced
1421,No,41.0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married
1422,No,47.0,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married
1423,No,35.0,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married
1424,No,22.0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single
1425,No,35.0,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single
1426,No,,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married
1427,No,32.0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single
1428,No,40.0,Travel_Rarely,543,Research & Development,1,4,,1,Male,83,3,1,Laboratory Technician,4,Married
1429,No,32.0,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married
1430,No,39.0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single
1431,No,38.0,Travel_Rarely,201,Research & Development,10,3,,2,Female,99,1,3,Research Director,3,Married
1432,No,32.0,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married
1433,No,37.0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married
1434,No,25.0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced
1435,No,52.0,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced
1436,No,44.0,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single
1437,No,21.0,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single
1438,No,39.0,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single
1439,Yes,23.0,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married
1440,No,36.0,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married
