EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1985,Yes,,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,Y,Yes,11,3,1,80,0,10.0,3,3,10,8,9,7
1986,No,35.0,Non-Travel,727,Research & Development,3,3,,3,Male,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,Y,No,18,3,3,80,2,1.0,3,3,1,0,0,0
1987,No,23.0,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819.0,8544,2,Y,No,16,3,1,80,1,,3,4,3,2,0,2
1988,No,,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0,Y,No,22,4,3,80,1,4.0,4,3,3,2,1,2
1989,No,38.0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028.0,7791,0,Y,No,20,4,1,80,0,8.0,2,3,7,7,0,5
1990,No,29.0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,18959,1,Y,No,18,3,4,80,1,10.0,5,3,10,7,2,8
1991,No,48.0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120.0,18597,3,Y,No,12,3,4,80,0,12.0,3,3,2,2,2,2
1992,No,27.0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647.0,16673,1,Y,Yes,20,4,2,80,2,6.0,3,3,6,5,0,4
1993,No,37.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3,Y,No,17,3,1,80,0,4.0,2,3,1,0,0,0
1994,No,50.0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1,Y,Yes,11,3,3,80,3,20.0,3,3,20,8,3,8
1995,No,34.0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,Y,No,14,3,2,80,0,9.0,3,4,8,7,7,7
1996,Yes,24.0,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577.0,24785,9,Y,No,14,3,1,80,0,,3,3,2,2,2,0
1997,No,39.0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553.0,20978,1,Y,No,11,3,1,80,0,,4,3,20,7,11,10
1998,No,,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396.0,21703,1,Y,No,12,3,4,80,0,,2,2,10,7,0,8
1999,Yes,50.0,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796.0,23452,3,Y,Yes,14,3,1,80,1,,4,3,4,3,1,3
2000,No,38.0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625.0,19383,0,Y,No,13,3,3,80,0,10.0,4,2,9,7,1,8
2001,No,27.0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412.0,6009,1,Y,No,11,3,4,80,0,9.0,3,3,9,7,0,7
2002,No,32.0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159.0,19373,3,Y,No,15,3,4,80,0,10.0,6,3,7,7,7,7
2003,No,47.0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,,11825,2,Y,No,12,3,4,80,0,20.0,2,3,7,7,1,7
2004,No,40.0,Travel_Frequently,580,Sales,5,4,,4,Male,48,2,3,Sales Executive,1,Married,10475.0,23772,5,Y,Yes,21,4,3,80,1,,2,3,18,13,1,12
2005,No,53.0,Travel_Rarely,970,Research & Development,7,3,,3,Male,59,4,4,Research Director,3,Married,,13514,3,Y,No,19,3,3,80,0,32.0,3,3,5,1,1,3
2006,No,,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141.0,8861,3,Y,No,15,3,2,80,3,,2,2,21,6,12,6
2007,No,60.0,Travel_Rarely,1179,Sales,16,4,,1,Male,84,3,2,Sales Executive,1,Single,5405.0,11924,8,Y,No,14,3,4,80,0,,1,3,2,2,2,2
2008,No,,Travel_Frequently,294,Research & Development,10,2,,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793.0,4809,1,Y,No,21,4,3,80,2,9.0,4,2,9,7,1,7
2009,No,41.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189.0,19562,1,Y,No,12,3,2,80,1,,3,3,22,7,2,10
2010,No,50.0,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875.0,9983,7,Y,No,15,3,4,80,1,,2,3,2,2,2,2
2011,Yes,28.0,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216.0,3872,7,Y,Yes,13,3,4,80,0,10.0,4,3,7,7,3,7
2012,No,36.0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,,20335,9,Y,No,14,3,1,80,1,10.0,2,3,8,7,0,5
2013,No,38.0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,,15397,4,Y,Yes,14,3,4,80,0,,4,4,1,0,0,0
2014,No,44.0,Non-Travel,381,Research & Development,24,3,,1,Male,49,1,1,Laboratory Technician,3,Single,3708.0,2104,2,Y,No,14,3,3,80,0,9.0,5,3,5,2,1,4
2015,No,47.0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770.0,10225,9,Y,Yes,12,3,4,80,2,28.0,2,2,22,2,11,13
2016,No,30.0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304.0,25275,7,Y,No,23,4,4,80,1,10.0,2,2,8,7,7,7
2017,No,29.0,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642.0,2755,1,Y,No,11,3,3,80,0,,6,3,1,0,0,0
2018,Yes,42.0,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759.0,20366,6,Y,Yes,12,3,4,80,0,7.0,2,3,2,2,2,2
2019,No,43.0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3,Y,No,18,3,3,80,1,7.0,5,3,2,2,2,2
2020,No,34.0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142.0,7360,3,Y,No,11,3,4,80,0,10.0,2,3,5,1,4,3
2021,No,23.0,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500.0,4344,1,Y,No,14,3,4,80,1,5.0,2,4,4,3,0,2
2022,No,39.0,Travel_Rarely,141,Human Resources,3,3,,3,Female,44,4,2,Human Resources,2,Married,6389.0,18767,9,Y,No,15,3,3,80,1,,3,1,8,3,3,6
2023,No,56.0,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,,20420,7,Y,No,11,3,3,80,0,30.0,1,2,10,7,1,1
2024,No,40.0,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342.0,22929,0,Y,Yes,20,4,4,80,0,5.0,2,2,4,2,2,3
2025,No,27.0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811.0,23398,8,Y,No,19,3,1,80,0,9.0,2,1,7,6,0,7
2026,No,29.0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297.0,17967,1,Y,No,14,3,4,80,2,2.0,2,3,2,2,2,2
2027,No,53.0,Travel_Rarely,346,Research & Development,6,3,,4,Male,86,3,2,Laboratory Technician,4,Single,2450.0,10919,2,Y,No,17,3,4,80,0,19.0,4,3,2,2,2,2
2028,No,35.0,Non-Travel,1225,Research & Development,2,4,,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093.0,4761,2,Y,No,11,3,1,80,1,16.0,2,4,1,0,0,0
2029,No,32.0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309.0,21146,1,Y,No,15,3,4,80,2,10.0,2,3,10,8,4,7
2030,No,38.0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6,Y,Yes,13,3,2,80,1,6.0,0,1,1,0,0,1
2031,No,34.0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,,4187,3,Y,No,14,3,3,80,1,7.0,3,3,0,0,0,0
2032,No,52.0,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856.0,10084,1,Y,No,11,3,1,80,0,34.0,3,4,34,6,1,16
2033,Yes,33.0,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686.0,5207,1,Y,Yes,13,3,3,80,0,10.0,2,2,10,9,7,8
2034,No,25.0,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1,Y,No,23,4,2,80,0,6.0,5,2,6,5,1,4
2035,No,45.0,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632.0,12388,0,Y,No,13,3,1,80,0,9.0,3,3,8,7,3,1
2036,No,23.0,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1,Y,No,18,3,4,80,0,2.0,3,3,2,2,0,2
2037,Yes,47.0,Travel_Frequently,719,Sales,27,2,,2,Female,77,4,2,Sales Executive,3,Single,6397.0,10339,4,Y,Yes,12,3,4,80,0,8.0,2,3,5,4,1,3
2038,No,34.0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274.0,18686,1,Y,No,22,4,3,80,0,6.0,5,3,6,5,1,4
2039,Yes,55.0,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859.0,21199,5,Y,Yes,13,3,4,80,1,24.0,2,3,5,2,1,4
2040,No,36.0,Non-Travel,1434,Sales,8,4,,1,Male,76,2,3,Sales Executive,1,Single,,14229,1,Y,No,15,3,2,80,0,10.0,1,3,10,7,0,9
2041,No,52.0,Non-Travel,715,Research & Development,19,4,,4,Male,41,3,1,Research Scientist,4,Married,,26589,0,Y,No,18,3,1,80,1,,3,3,4,3,1,2
2042,No,26.0,Travel_Frequently,575,Research & Development,1,2,,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364.0,5288,3,Y,No,14,3,1,80,1,5.0,2,3,2,2,2,0
2043,No,29.0,Travel_Rarely,657,Research & Development,27,3,,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,25549,4,Y,No,12,3,1,80,1,11.0,3,2,8,7,1,1
2044,Yes,26.0,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326.0,3064,6,Y,No,17,3,3,80,0,6.0,2,2,4,3,1,2
2045,No,34.0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280.0,13551,2,Y,No,16,3,3,80,0,10.0,2,3,4,2,1,3
2046,No,54.0,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,,22670,9,Y,Yes,11,3,2,80,2,9.0,4,3,5,3,1,4
2047,No,27.0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342.0,24008,0,Y,No,19,3,2,80,1,5.0,3,3,4,2,1,1
2048,No,37.0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,19905,0,Y,Yes,13,3,2,80,2,6.0,3,2,5,3,4,3
2049,No,38.0,Travel_Frequently,240,Research & Development,2,4,,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,26085,6,Y,Yes,12,3,4,80,0,,2,3,15,7,4,12
2050,No,34.0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381.0,7530,1,Y,No,11,3,3,80,0,6.0,3,3,6,5,1,3
2051,No,35.0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1,Y,No,16,3,2,80,1,,1,2,3,2,0,2
2052,No,30.0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,,24375,3,Y,No,21,4,3,80,2,7.0,2,3,2,2,0,2
2053,No,40.0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244.0,9931,1,Y,No,24,4,4,80,1,8.0,2,3,8,7,3,7
2054,No,34.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,,13305,5,Y,No,17,3,2,80,1,6.0,1,3,3,2,1,2
2055,No,42.0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430.0,16225,1,Y,No,13,3,2,80,1,24.0,4,2,24,7,14,9
2056,Yes,23.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601.0,3445,1,Y,Yes,21,4,3,80,2,1.0,2,3,0,0,0,0
2057,No,24.0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,Y,No,11,3,3,80,3,1.0,4,3,1,0,0,0
2058,No,52.0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149.0,21821,8,Y,No,20,4,2,80,1,,3,3,5,2,1,4
2059,No,50.0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639.0,6881,5,Y,No,16,3,4,80,0,,3,3,4,3,0,3
2060,Yes,29.0,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319.0,6689,1,Y,Yes,11,3,4,80,1,1.0,1,3,1,0,0,0
2061,No,33.0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,,25995,0,Y,No,11,3,4,80,0,14.0,3,4,13,9,3,7
2062,Yes,33.0,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324.0,26507,5,Y,No,15,3,3,80,0,,3,3,3,2,0,2
2063,No,47.0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752.0,12982,1,Y,Yes,11,3,3,80,1,26.0,3,2,26,14,3,0
2064,No,36.0,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,,23361,0,Y,No,15,3,1,80,1,10.0,2,3,9,7,0,5
2065,No,29.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,Y,No,24,4,3,80,1,10.0,3,3,10,7,0,7
2066,Yes,58.0,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246.0,25761,7,Y,Yes,12,3,4,80,0,,2,3,31,15,13,8
2067,No,35.0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506.0,13301,3,Y,No,13,3,3,80,0,7.0,0,3,2,2,2,2
2068,No,42.0,Travel_Rarely,932,Research & Development,1,2,,4,Female,43,2,2,Manufacturing Director,4,Married,6062.0,4051,9,Y,Yes,13,3,4,80,1,,4,3,4,3,0,2
2069,Yes,28.0,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382.0,16374,6,Y,No,17,3,4,80,0,5.0,3,2,2,2,2,1
2070,No,36.0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,,25527,4,Y,No,13,3,2,80,1,,2,3,5,2,0,4
2071,No,32.0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,,19124,1,Y,No,12,3,3,80,1,14.0,3,3,14,13,6,8
2072,No,40.0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094.0,11983,6,Y,No,14,3,4,80,0,10.0,6,3,1,0,0,0
2073,No,30.0,Travel_Rarely,946,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,6877.0,20234,5,Y,Yes,24,4,2,80,0,12.0,4,2,0,0,0,0
2074,No,45.0,Travel_Rarely,252,Research & Development,2,3,,2,Female,95,2,1,Research Scientist,3,Single,2274.0,6153,1,Y,No,14,3,4,80,0,1.0,3,3,1,0,0,0
2075,No,42.0,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434.0,11806,1,Y,No,13,3,4,80,1,10.0,3,2,9,8,7,8
2076,No,38.0,Travel_Frequently,471,Research & Development,12,3,,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288.0,4284,2,Y,No,15,3,3,80,1,13.0,3,2,4,3,1,2
2077,No,34.0,Travel_Frequently,702,Research & Development,16,4,,3,Female,100,2,1,Research Scientist,4,Single,2553.0,8306,1,Y,No,16,3,3,80,0,6.0,3,3,5,2,1,3
2078,Yes,49.0,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654.0,5860,1,Y,No,18,3,1,80,2,9.0,3,4,9,8,7,7
2079,Yes,55.0,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160.0,21519,4,Y,No,16,3,3,80,0,12.0,3,2,9,7,7,3
2080,No,43.0,Travel_Rarely,589,Research & Development,14,2,Life Sciences,2,Male,94,3,4,Research Director,1,Married,17159.0,5200,6,Y,No,24,4,3,80,1,22.0,3,3,4,1,1,0
2081,No,27.0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,3,Male,42,2,3,Research Director,4,Divorced,12808.0,8842,1,Y,Yes,16,3,2,80,1,9.0,3,3,9,8,0,8
2082,No,35.0,Travel_Rarely,950,Research & Development,7,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221.0,18869,3,Y,No,21,4,2,80,0,,3,4,8,5,1,6
2083,No,,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779.0,3698,1,Y,Yes,20,4,1,80,0,8.0,2,3,8,7,7,5
2084,No,,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,,2243,0,Y,No,19,3,3,80,1,,1,1,3,2,0,2
2085,Yes,26.0,Travel_Frequently,887,Research & Development,5,2,,3,Female,88,2,1,Research Scientist,3,Married,,20898,1,Y,Yes,14,3,1,80,1,8.0,2,3,8,7,1,7
2086,No,27.0,Non-Travel,443,Research & Development,3,3,Medical,4,Male,50,3,1,Research Scientist,4,Married,1706.0,16571,1,Y,No,11,3,3,80,3,,6,2,0,0,0,0
2087,No,51.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307.0,5594,2,Y,No,14,3,3,80,1,29.0,2,2,20,6,4,17
2088,No,,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933.0,5197,9,Y,No,12,3,4,80,0,,2,2,5,2,2,3
2089,No,25.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,Male,65,4,1,Research Scientist,1,Single,3424.0,21632,7,Y,No,13,3,3,80,0,6.0,3,2,4,3,0,1
2090,No,33.0,Travel_Rarely,586,Sales,1,3,Medical,1,Male,48,4,2,Sales Executive,1,Divorced,4037.0,21816,1,Y,No,22,4,1,80,1,9.0,5,3,9,8,0,8
2091,No,35.0,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559.0,17852,1,Y,No,11,3,4,80,0,6.0,3,2,6,5,1,1
2092,No,36.0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,,2823,1,Y,Yes,14,3,4,80,1,18.0,1,2,18,14,4,11
2093,No,32.0,Travel_Rarely,117,Sales,13,4,Life Sciences,2,Male,73,3,2,Sales Executive,4,Divorced,4403.0,9250,2,Y,No,11,3,3,80,1,8.0,3,2,5,2,0,3
2094,No,30.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761.0,2373,9,Y,No,12,3,2,80,1,10.0,3,2,5,4,0,3
2095,No,53.0,Travel_Rarely,661,Sales,7,2,,1,Female,78,2,3,Sales Executive,4,Married,10934.0,20715,7,Y,Yes,18,3,4,80,1,35.0,3,3,5,2,0,4
2096,No,45.0,Travel_Rarely,930,Sales,9,3,Marketing,4,Male,74,3,3,Sales Executive,1,Divorced,10761.0,19239,4,Y,Yes,12,3,3,80,1,18.0,2,3,5,4,0,2
2097,No,32.0,Travel_Rarely,638,Research & Development,8,2,,3,Female,91,4,2,Research Scientist,3,Married,,22162,5,Y,No,12,3,3,80,1,9.0,3,2,5,3,1,3
2098,No,52.0,Travel_Frequently,890,Research & Development,25,4,Medical,3,Female,81,2,4,Manufacturing Director,4,Married,,19028,3,Y,No,22,4,3,80,0,,3,3,9,8,0,0
2099,No,37.0,Travel_Rarely,342,Sales,16,4,Marketing,4,Male,66,2,2,Sales Executive,3,Divorced,6334.0,24558,4,Y,No,19,3,4,80,2,9.0,2,3,1,0,0,0
2100,No,28.0,Travel_Rarely,1169,Human Resources,8,2,Medical,2,Male,63,2,1,Human Resources,4,Divorced,4936.0,23965,1,Y,No,13,3,4,80,1,6.0,6,3,5,1,0,4
2101,No,22.0,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,4,Male,33,2,2,Manufacturing Director,4,Married,4775.0,19146,6,Y,No,22,4,1,80,2,4.0,2,1,2,2,2,2
2102,No,44.0,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,Male,62,4,1,Laboratory Technician,4,Married,2818.0,5044,2,Y,Yes,24,4,3,80,1,10.0,2,2,3,2,0,2
2103,No,42.0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515.0,9068,5,Y,Yes,14,3,4,80,0,8.0,2,3,2,1,2,2
2104,No,36.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342.0,8635,0,Y,No,21,4,3,80,0,6.0,3,3,5,4,0,3
2105,No,25.0,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194.0,14363,1,Y,Yes,18,3,4,80,0,,3,3,5,3,0,3
2106,No,35.0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,4,Female,66,2,3,Manufacturing Director,3,Married,,23457,1,Y,Yes,20,4,2,80,1,17.0,2,3,17,14,5,15
2107,Yes,35.0,Travel_Frequently,130,Research & Development,25,4,Life Sciences,4,Female,96,3,1,Research Scientist,2,Divorced,2022.0,16612,1,Y,Yes,19,3,1,80,1,10.0,3,2,10,2,7,8
2108,No,32.0,Non-Travel,300,Research & Development,1,3,Life Sciences,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314.0,9148,0,Y,No,12,3,2,80,1,4.0,2,3,3,0,0,2
2109,No,25.0,Travel_Rarely,583,Sales,4,1,Marketing,3,Male,87,2,2,Sales Executive,1,Married,4256.0,18154,1,Y,No,12,3,1,80,0,5.0,1,4,5,2,0,3
2110,No,49.0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,3,Female,36,3,1,Research Scientist,1,Married,,10554,2,Y,No,16,3,2,80,1,,2,3,4,2,0,2
2111,No,24.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162.0,10778,0,Y,No,17,3,4,80,0,6.0,2,2,5,2,3,4
2112,No,32.0,Travel_Frequently,379,Sales,5,2,Life Sciences,2,Male,48,3,2,Sales Executive,2,Married,6524.0,8891,1,Y,No,14,3,4,80,1,10.0,3,3,10,8,5,3
2113,No,38.0,Travel_Rarely,395,Sales,9,3,Marketing,2,Male,98,2,1,Sales Representative,2,Married,2899.0,12102,0,Y,No,19,3,4,80,1,,3,3,2,2,1,2
2114,No,42.0,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,3,Female,95,4,2,Laboratory Technician,4,Married,,23726,2,Y,Yes,13,3,2,80,1,17.0,1,2,5,3,1,3
2115,No,31.0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,2356.0,14871,3,Y,Yes,19,3,2,80,1,8.0,2,3,6,4,0,2
2116,Yes,29.0,Travel_Rarely,341,Sales,1,3,Medical,2,Female,48,2,1,Sales Representative,3,Divorced,2800.0,23522,6,Y,Yes,19,3,3,80,3,5.0,3,3,3,2,0,2
2117,No,53.0,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836.0,22789,5,Y,No,14,3,3,80,1,28.0,3,3,2,0,2,2
2118,No,35.0,Travel_Rarely,672,Research & Development,25,3,,4,Male,78,2,3,Manufacturing Director,2,Married,10903.0,9129,3,Y,No,16,3,1,80,0,,2,3,13,10,4,8
2119,No,37.0,Travel_Frequently,1231,Sales,21,2,Medical,3,Female,54,3,1,Sales Representative,4,Married,2973.0,21222,5,Y,No,15,3,2,80,1,10.0,3,3,5,4,0,0
2120,No,53.0,Travel_Rarely,102,Research & Development,23,4,Life Sciences,4,Female,72,3,4,Research Director,4,Single,14275.0,20206,6,Y,No,18,3,3,80,0,33.0,0,3,12,9,3,8
2121,No,43.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,4,Female,33,3,2,Healthcare Representative,4,Married,5562.0,21782,4,Y,No,13,3,2,80,1,,2,2,5,2,2,2
2122,No,47.0,Travel_Rarely,249,Sales,2,2,Marketing,3,Female,35,3,2,Sales Executive,4,Married,4537.0,17783,0,Y,Yes,22,4,1,80,1,8.0,2,3,7,6,7,7
2123,No,37.0,Non-Travel,1252,Sales,19,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642.0,4814,1,Y,Yes,13,3,4,80,0,10.0,2,3,10,0,0,9
